1	5032	16713258	16718294	5032	5037	99.86	15540809	17218686	I	IV
5032	15756	16719170	16729895	10725	10726	99.91	15540809	17218686	I	IV
15888	17290	16430473	16429075	1403	1399	99.71	15540809	16435292	I	II
15888	17972	7638	5559	2085	2080	99.62	15540809	17218686	I	IV
15888	17972	33635	31555	2085	2081	99.62	15540809	19822588	I	V
15888	17972	19814945	19817023	2085	2079	99.23	15540809	19822588	I	V
18569	28717	3565	13706	10149	10142	99.70	15540809	17218686	I	IV
18569	28725	19819012	19808864	10157	10149	99.51	15540809	19822588	I	V
19027	26360	30020	37347	7334	7328	99.78	15540809	19822588	I	V
21244	25220	16429075	16433050	3977	3976	99.75	15540809	16435292	I	II
26443	28347	19524	21427	1905	1904	99.27	15540809	15286896	I	I
26464	28701	37347	39589	2238	2243	99.78	15540809	19822588	I	V
29285	30546	6941051	6942312	1262	1262	99.68	15540809	17218686	I	IV
29285	30542	15219768	15218511	1258	1258	99.76	15540809	22045628	I	X
29286	30542	6068515	6067259	1257	1257	99.76	15540809	14703345	I	III
29286	30542	9308362	9307106	1257	1257	100.00	15540809	14703345	I	III
29286	30542	12122170	12120914	1257	1257	99.84	15540809	22045628	I	X
29286	30542	17860355	17859099	1257	1257	99.84	15540809	22045628	I	X
29286	30546	17872121	17873381	1261	1261	99.68	15540809	22045628	I	X
29287	30542	14663473	14664729	1256	1257	99.68	15540809	17218686	I	IV
33983	35275	5162744	5161473	1293	1272	90.61	15540809	19822588	I	V
34003	35275	2712	3970	1273	1259	88.88	15540809	16435292	I	II
34003	35275	6627	7886	1273	1260	89.27	15540809	16435292	I	II
34003	35275	16428283	16427012	1273	1272	98.35	15540809	16435292	I	II
34023	35275	16732985	16734225	1253	1241	89.34	15540809	17218686	I	IV
38196	39457	6942312	6941051	1262	1262	99.68	15540809	17218686	I	IV
38197	39453	7633097	7631841	1257	1257	100.00	15540809	15286896	I	I
38199	39453	6482570	6483824	1255	1255	100.00	15540809	16435292	I	II
