6629	8349	5312	7033	1721	1722	96.81	15455657	11577	I	cb25.NA_234
6634	8498	63434	61569	1865	1866	96.79	15455657	79173	I	cb25.NA_037
7281	8349	16724711	16723644	1069	1068	96.54	15455657	19495157	I	V
10123	11240	2339786	2338660	1118	1127	95.74	15455657	17485439	I	IV
10123	11240	2347268	2346143	1118	1126	95.66	15455657	17485439	I	IV
11240	12614	13005588	13006961	1375	1374	97.75	15455657	15455979	I	I
14471	17157	5707	3033	2687	2675	92.38	15455657	24336	I	cb25.NA_194
17334	19790	2353727	2351305	2457	2423	94.75	15455657	17485439	I	IV
17334	19790	6336177	6333709	2457	2469	92.37	15455657	17485439	I	IV
17334	19714	15729024	15726633	2381	2392	86.56	15455657	19495157	I	V
17334	19790	65525	63075	2457	2451	93.81	15455657	79173	I	cb25.NA_037
17334	19790	3256	5676	2457	2421	94.06	15455657	11577	I	cb25.NA_234
17477	18594	1	1118	1118	1118	100.00	15455657	15455979	I	I
17686	18762	6339374	6338291	1077	1084	91.37	15455657	17485439	I	IV
18964	20351	1937	3324	1388	1388	100.00	15455657	15455979	I	I
19798	24536	2339285	2334602	4739	4684	92.98	15455657	17485439	I	IV
19798	25114	2346767	2341508	5317	5260	93.46	15455657	17485439	I	IV
19798	25265	16721752	16716280	5468	5473	93.33	15455657	19495157	I	V
19798	24705	59350	54431	4908	4920	90.49	15455657	79173	I	cb25.NA_037
19798	22442	8925	11577	2645	2653	90.23	15455657	11577	I	cb25.NA_234
19798	23488	27784	24085	3691	3700	93.18	15455657	40913	I	cb25.fpc4366
20381	26184	3457	9254	5804	5798	99.83	15455657	15455979	I	I
20714	22125	15720910	15719496	1412	1415	82.77	15455657	19495157	I	V
21523	22926	1	1404	1404	1404	99.86	15455657	2851	I	cb25.NA_110
22453	24703	15718724	15716471	2251	2254	84.48	15455657	19495157	I	V
23222	24599	1474	2851	1378	1378	100.00	15455657	2851	I	cb25.NA_110
26288	27321	7209	8241	1034	1033	99.52	15455657	8253	I	cb25.fpc4500
27673	31909	9973	14211	4237	4239	99.93	15455657	15455979	I	I
30592	32451	397345	395485	1860	1861	99.73	15455657	15455979	I	I
32764	43853	394654	383568	11090	11087	99.96	15455657	15455979	I	I
43909	62518	383200	364592	18610	18609	99.99	15455657	15455979	I	I
62533	87779	363550	338305	25247	25246	99.98	15455657	15455979	I	I
88051	100178	338317	326191	12128	12127	99.98	15455657	15455979	I	I
100267	127291	325937	298914	27025	27024	99.97	15455657	15455979	I	I
127779	133272	298903	293410	5494	5494	99.85	15455657	15455979	I	I
128031	147944	19923	1	19914	19923	99.92	15455657	19923	I	cb25.NA_213
129792	133472	3299	6981	3681	3683	99.78	15455657	6981	I	cb25.NA_136
145369	146598	15993932	15992695	1230	1238	92.60	15455657	19495157	I	V
146069	149461	30321	26929	3393	3393	98.67	15455657	30404	I	cb25.NA_205
148655	176222	27567	1	27568	27567	99.92	15455657	30404	I	cb25.NA_205
167882	168918	5410609	5409563	1037	1047	95.17	15455657	15455979	I	I
167889	168919	16752612	16753642	1031	1031	97.58	15455657	17485439	I	IV
167892	168917	5918932	5917909	1026	1024	97.86	15455657	16627154	I	II
167892	168917	9592036	9591016	1026	1021	98.25	15455657	14578851	I	III
169980	182454	292409	279936	12475	12474	99.94	15455657	15455979	I	I
182495	184908	279357	276945	2414	2413	99.96	15455657	15455979	I	I
184992	197146	276748	264611	12155	12138	98.52	15455657	15455979	I	I
194974	200616	266303	260677	5643	5627	99.65	15455657	15455979	I	I
201118	203869	257445	260195	2752	2751	99.96	15455657	15455979	I	I
203975	205401	13704	12278	1427	1427	100.00	15455657	13704	I	cb25.NA_200
206582	210722	9053	4915	4141	4139	99.95	15455657	13704	I	cb25.NA_200
211700	215746	4047	1	4047	4047	100.00	15455657	13704	I	cb25.NA_200
212652	241015	256444	228079	28364	28366	99.88	15455657	15455979	I	I
214443	216066	12348767	12347147	1624	1621	99.69	15455657	21540570	I	X
214444	216066	5235346	5233725	1623	1622	99.75	15455657	21540570	I	X
214444	216067	19116404	19114781	1624	1624	99.57	15455657	21540570	I	X
214445	216065	15768950	15767338	1621	1613	99.26	15455657	19495157	I	V
240994	245404	228638	224232	4411	4407	99.91	15455657	15455979	I	I
245462	246714	223828	222577	1253	1252	99.92	15455657	15455979	I	I
247208	287442	222524	182293	40235	40232	99.98	15455657	15455979	I	I
270330	273027	4	2703	2698	2700	99.44	15455657	2703	I	cb25.NA_366
271396	272734	2303513	2302174	1339	1340	95.69	15455657	15455979	I	I
271396	272734	13739374	13738040	1339	1335	94.79	15455657	17485439	I	IV
271397	272795	143372	144820	1399	1449	94.03	15455657	15455979	I	I
271397	272789	3730745	3729375	1393	1371	94.70	15455657	15455979	I	I
271397	272734	13653583	13652254	1338	1330	94.64	15455657	17485439	I	IV
271397	272789	726	2096	1393	1371	94.70	15455657	4721	I	cb25.NA_301
271398	272480	9774018	9772957	1083	1062	94.75	15455657	16627154	I	II
271694	272734	1957	925	1041	1033	93.98	15455657	1957	I	cb25.NA_417
288485	296250	181371	173606	7766	7766	99.97	15455657	15455979	I	I
291287	332228	172605	131671	40942	40935	99.98	15455657	15455979	I	I
293901	295162	8112959	8114220	1262	1262	99.84	15455657	15455979	I	I
293905	295164	2032184	2030925	1260	1260	99.76	15455657	17485439	I	IV
293905	295160	15139053	15137797	1256	1257	99.84	15455657	17485439	I	IV
293906	295164	4265652	4264394	1259	1259	99.76	15455657	15455979	I	I
293906	295163	7712603	7711346	1258	1258	100.00	15455657	21540570	I	X
293907	295165	18863177	18861919	1259	1259	99.84	15455657	21540570	I	X
319077	320526	196940	198337	1450	1398	94.03	15455657	15455979	I	I
319077	320526	2471	1071	1450	1401	93.08	15455657	2703	I	cb25.NA_366
319138	320527	12768667	12770012	1390	1346	90.43	15455657	15455979	I	I
325659	365546	130653	90771	39888	39883	99.96	15455657	15455979	I	I
365618	370982	90795	85429	5365	5367	99.81	15455657	15455979	I	I
371052	386418	84734	69396	15367	15339	99.75	15455657	15455979	I	I
386415	404707	68866	50574	18293	18293	99.98	15455657	15455979	I	I
398586	415380	48591	31797	16795	16795	99.97	15455657	15455979	I	I
402148	403173	11825462	11824435	1026	1028	96.60	15455657	15455979	I	I
402150	403172	16075644	16074626	1023	1019	95.13	15455657	19495157	I	V
404795	406274	50574	49095	1480	1480	100.00	15455657	15455979	I	I
415486	419485	31469	27472	4000	3998	99.50	15455657	15455979	I	I
419721	422245	27533	25010	2525	2524	99.92	15455657	15455979	I	I
422511	423799	24717	23430	1289	1288	99.84	15455657	15455979	I	I
424503	429103	22881	18317	4601	4565	99.20	15455657	15455979	I	I
429258	430529	18057	16786	1272	1272	100.00	15455657	15455979	I	I
430687	433100	16762	14312	2414	2451	95.61	15455657	15455979	I	I
433357	438544	417695	422875	5188	5181	99.52	15455657	15455979	I	I
439594	463463	426787	450655	23870	23869	99.99	15455657	15455979	I	I
463576	467501	451210	455133	3926	3924	99.95	15455657	15455979	I	I
465095	467187	12893343	12891267	2093	2077	95.94	15455657	17485439	I	IV
465095	466177	7461836	7462921	1083	1086	95.68	15455657	21540570	I	X
465116	467233	4434689	4432553	2118	2137	95.48	15455657	14578851	I	III
465161	466831	4603060	4601392	1671	1669	96.53	15455657	21540570	I	X
465313	466633	10534022	10532705	1321	1318	95.92	15455657	19495157	I	V
465334	467143	945483	943683	1810	1801	96.36	15455657	21540570	I	X
465698	466711	3556826	3555814	1014	1013	97.24	15455657	17485439	I	IV
466010	467237	10814710	10813475	1228	1236	95.39	15455657	15455979	I	I
466024	467254	11526378	11525151	1231	1228	97.97	15455657	21540570	I	X
466158	467239	20627001	20628081	1082	1081	98.52	15455657	21540570	I	X
467611	481315	456683	470386	13705	13704	99.99	15455657	15455979	I	I
481601	484406	470397	473202	2806	2806	100.00	15455657	15455979	I	I
484694	488280	473183	476768	3587	3586	99.97	15455657	15455979	I	I
488288	490458	476907	479077	2171	2171	100.00	15455657	15455979	I	I
491045	492913	479161	481029	1869	1869	100.00	15455657	15455979	I	I
492855	494066	481175	482386	1212	1212	100.00	15455657	15455979	I	I
494074	498959	483301	488186	4886	4886	100.00	15455657	15455979	I	I
499149	524145	488460	513455	24997	24996	99.99	15455657	15455979	I	I
524615	536328	513101	524813	11714	11713	99.88	15455657	15455979	I	I
536505	540501	525089	529083	3997	3995	99.95	15455657	15455979	I	I
540946	556111	528800	543930	15166	15131	99.12	15455657	15455979	I	I
553248	559955	540790	547371	6708	6582	94.84	15455657	15455979	I	I
554996	556505	18514438	18515950	1510	1513	84.18	15455657	19495157	I	V
555495	556505	18626360	18627349	1011	990	84.12	15455657	19495157	I	V
560068	561950	549253	547371	1883	1883	100.00	15455657	15455979	I	I
561178	562656	549332	550810	1479	1479	100.00	15455657	15455979	I	I
562205	585986	550928	574696	23782	23769	99.50	15455657	15455979	I	I
576443	579373	584408	581480	2931	2929	99.69	15455657	15455979	I	I
586466	587488	575065	576088	1023	1024	93.85	15455657	15455979	I	I
586605	587750	15675279	15674133	1146	1147	91.72	15455657	16627154	I	II
586750	588647	18201495	18199591	1898	1905	92.83	15455657	19495157	I	V
587742	589265	18201495	18199973	1524	1523	93.72	15455657	19495157	I	V
587810	588825	575065	576089	1016	1025	97.66	15455657	15455979	I	I
588093	589265	573107	574279	1173	1173	93.19	15455657	15455979	I	I
588242	605264	575065	592082	17023	17018	99.69	15455657	15455979	I	I
594656	597588	568092	565164	2933	2929	99.56	15455657	15455979	I	I
605310	608935	592259	595883	3626	3625	99.75	15455657	15455979	I	I
